ID,gender,Management,USAcitizen,Married,MonthsInUnion,ContinuingEd,StateOfResidence,Connectivity,FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,DuesFrequency,PaperlessBilling,PaymentMethod,MonthlyDues,TotalDues,LeftUnion
Justin2417-17737,Female,0,Yes,No,49,Yes,IL,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No
Justin2418-15682,Male,0,No,No,69,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No
Justin2419-19495,Female,0,Yes,Yes,52,Yes,MO,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No
Justin2420-19125,Female,0,No,No,60,No,MO,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes
Justin2421-17475,Female,0,Yes,Yes,47,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),20.25,873.4,No
Justin2422-18655,Male,0,Yes,Yes,64,Yes,MO,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No
Justin2423-14574,Male,1,Yes,No,65,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,5968.4,No
Justin2424-13152,Female,0,No,No,1,Yes,IL,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,Yes
Justin2425-14926,Male,1,Yes,No,23,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No
Justin2426-19269,Male,0,No,No,65,Yes,IL,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No
Justin2427-19677,Female,0,Yes,Yes,72,No,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4264,No
Justin2428-18826,Female,1,Yes,Yes,32,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No
Justin2429-17198,Female,0,Yes,Yes,20,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.35,442.6,No
Justin2430-18211,Female,1,Yes,No,42,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,No
Justin2431-16723,Female,0,Yes,No,14,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20.4,292.4,No
Justin2432-16528,Male,0,Yes,Yes,8,Yes,MO,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,No
Justin2433-16456,Male,0,Yes,Yes,29,No,MO,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,No
Justin2434-17332,Male,0,No,Yes,66,Yes,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.1,No
Justin2435-16660,Female,0,No,No,12,Yes,MO,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes
Justin2436-14992,Female,0,No,No,15,Yes,IL,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes
Justin2437-17488,Male,0,No,No,1,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,Yes
Justin2438-16693,Male,1,No,No,38,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653,No
Justin2439-16532,Male,0,Yes,Yes,72,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Credit card (automatic),25.1,1790.8,No
Justin2440-14980,Female,0,Yes,Yes,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.7,1379.8,No
Justin2441-17839,Female,0,No,No,15,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),25.05,369.1,No
Justin2442-18554,Male,0,No,Yes,41,Yes,MO,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No
Justin2443-15951,Female,0,Yes,No,64,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,No
Justin2444-14029,Female,0,No,No,31,Yes,MO,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,No
Justin2445-19788,Male,0,No,No,2,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46,84.5,Yes
Justin2446-16628,Female,0,Yes,Yes,53,No,MO,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No
Justin2447-19657,Female,0,Yes,No,71,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No
Justin2448-14038,Female,1,No,No,62,Yes,IL,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,No
Justin2449-15768,Male,0,No,No,11,Yes,MO,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes
Justin2450-18934,Female,0,No,No,14,Yes,MO,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No
Justin2451-19820,Female,0,Yes,Yes,15,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No
Justin2452-14857,Male,0,No,No,5,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,19.25,86.05,No
Justin2453-15684,Male,1,No,No,24,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes
Justin2454-15561,Male,0,Yes,No,60,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No
Justin2455-14546,Female,0,Yes,Yes,37,Yes,MO,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,No
Justin2456-18680,Male,0,No,No,8,Yes,MO,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579,No
Justin2457-19196,Male,0,Yes,Yes,39,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,23.8,903.8,No
Justin2458-14324,Female,0,Yes,Yes,64,No,MO,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35,No
Justin2459-15735,Female,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No
Justin2460-16630,Female,0,No,No,46,Yes,IL,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,No
Justin2461-19486,Female,1,Yes,No,5,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes
Justin2462-18266,Male,1,Yes,Yes,61,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99,5969.3,No
Justin2463-16308,Female,0,No,No,24,No,MO,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Yes
Justin2464-17715,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes
Justin2465-19852,Male,0,No,No,3,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,19.6,61.35,No
Justin2466-17413,Female,0,No,No,37,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.8,813.3,No
Justin2467-18847,Female,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Electronic check,18.85,18.85,No
Justin2468-13384,Male,0,Yes,Yes,71,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.7,1301.1,No
Justin2469-15858,Female,0,No,No,63,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137,Yes
Justin2470-18824,Female,0,No,No,14,Yes,IL,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No
Justin2471-19131,Female,0,No,No,5,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,20.5,104.3,No
Justin2472-18132,Female,0,Yes,Yes,64,Yes,IL,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,No
Justin2473-13538,Male,0,No,No,44,Yes,MO,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes
Justin2474-13176,Male,1,Yes,No,32,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,Yes
Justin2475-15568,Female,0,Yes,Yes,32,Yes,MO,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No
Justin2476-15219,Female,0,Yes,No,19,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No
Justin2477-18030,Female,0,No,No,53,Yes,MO,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No
Justin2478-16186,Male,0,No,No,17,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Bank transfer (automatic),19.65,351.55,No
Justin2479-19861,Female,0,Yes,Yes,64,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20.2,1277.75,No
Justin2480-16596,Female,0,No,No,4,Yes,IL,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes
Justin2481-17552,Female,0,No,No,18,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90,1527.35,Yes
Justin2482-18890,Female,0,No,No,69,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),24.6,1678.05,No
Justin2483-13189,Male,1,Yes,No,4,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,Yes
Justin2484-16541,Female,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,19.5,19.5,No
Justin2485-13182,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes
Justin2486-15855,Male,0,No,No,25,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes
Justin2487-13654,Female,1,Yes,No,38,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes
Justin2488-15434,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20,20,Yes
Justin2489-13616,Male,0,Yes,Yes,38,Yes,MO,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,No
Justin2490-13239,Male,1,Yes,No,51,Yes,IL,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15,No
Justin2491-15449,Female,0,No,Yes,17,Yes,IL,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No
Justin2492-19725,Male,1,Yes,No,20,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No
Justin2493-18622,Male,0,No,No,5,Yes,MO,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70,347.4,Yes
Justin2494-14688,Male,0,Yes,No,43,Yes,IL,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No
Justin2495-14728,Male,0,No,Yes,40,Yes,MO,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes
Justin2496-15702,Female,0,Yes,Yes,35,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes
Justin2497-15448,Female,0,Yes,Yes,72,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No
Justin2498-19430,Female,0,No,No,35,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes
Justin2499-19259,Female,1,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No
Justin2500-18129,Male,0,Yes,Yes,72,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),24.1,1734.65,No
Justin2501-16388,Female,0,No,No,12,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Yes
Justin2502-16276,Male,0,No,Yes,23,No,MO,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,No
Justin2503-15924,Male,1,Yes,No,58,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes
Justin2504-14909,Male,0,Yes,Yes,8,Yes,MO,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No
Justin2505-17605,Female,0,Yes,Yes,33,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467,Yes
Justin2506-19081,Male,0,No,No,72,No,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No
Justin2507-14436,Female,1,Yes,No,56,Yes,IL,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No
Justin2508-13909,Female,1,Yes,No,1,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,Yes
Justin2509-19067,Male,0,No,No,33,Yes,MO,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No
Justin2510-14302,Male,0,Yes,No,22,Yes,MO,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes
Justin2511-16154,Female,0,No,No,35,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes
Justin2512-16867,Female,1,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No
Justin2513-19103,Male,0,No,No,30,Yes,IL,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No
Justin2514-13705,Male,0,No,Yes,21,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.6,397,No
Justin2515-17657,Female,0,Yes,No,68,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,No
Justin2516-18474,Female,0,No,No,63,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No
Justin2517-15181,Female,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.9,19.9,No
Justin2518-14022,Male,0,No,No,29,No,MO,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,No
Justin2519-14311,Male,0,No,No,43,Yes,MO,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,3882.3,No
Justin2520-13722,Female,0,Yes,Yes,15,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),20.35,335.95,No
Justin2521-14795,Male,0,No,Yes,3,Yes,MO,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No
Justin2522-14055,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes
Justin2523-19776,Male,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Electronic check,20.2,20.2,No
Justin2524-15292,Female,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Yes
Justin2525-19140,Female,0,Yes,No,66,Yes,IL,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89,5898.6,No
Justin2526-13646,Male,0,Yes,No,42,Yes,IL,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,No
Justin2527-18766,Male,0,Yes,Yes,34,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,Yes
Justin2528-17885,Male,0,Yes,Yes,45,Yes,IL,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95,4368.85,No
Justin2529-14707,Female,0,Yes,No,68,Yes,IL,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No
Justin2530-19236,Male,0,Yes,No,3,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes
Justin2531-15283,Female,0,No,No,64,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,No
Justin2532-16175,Male,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,No
Justin2533-14488,Male,0,No,No,18,Yes,MO,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,No
Justin2534-17046,Female,0,Yes,Yes,26,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No
Justin2535-18588,Female,1,No,No,2,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes
Justin2536-17516,Female,0,Yes,No,2,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45,89.75,No
Justin2537-18071,Male,0,Yes,Yes,47,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes
Justin2538-13619,Male,0,No,No,10,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes
Justin2539-17294,Female,0,Yes,Yes,53,Yes,MO,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297,No
Justin2540-14007,Male,0,No,No,16,Yes,MO,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes
Justin2541-13696,Female,0,No,No,5,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,Yes
Justin2542-14409,Female,0,No,No,46,Yes,MO,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,Yes
Justin2543-17149,Female,0,No,No,12,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.3,246.7,No
Justin2544-15128,Male,0,No,Yes,48,Yes,IL,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No
Justin2545-15335,Female,1,No,No,4,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes
Justin2546-16206,Female,1,No,No,26,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,Yes
Justin2547-14389,Male,0,Yes,No,29,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes
Justin2548-18121,Male,0,No,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No
Justin2549-19588,Male,1,No,No,3,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes
Justin2550-16133,Female,0,No,Yes,1,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,24,24,No
Justin2551-18850,Female,0,No,No,2,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes
Justin2552-17728,Female,1,No,No,3,Yes,MO,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes
Justin2553-16079,Female,0,No,No,6,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes
Justin2554-13352,Male,0,Yes,Yes,51,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,19.4,997.75,No
Justin2555-13854,Male,1,Yes,No,23,Yes,MO,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90,2024.1,No
Justin2556-19218,Male,0,Yes,Yes,71,Yes,MO,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No
Justin2557-14694,Male,1,Yes,No,13,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No
Justin2558-15422,Male,0,Yes,Yes,16,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Electronic check,19.75,313.4,No
Justin2559-19257,Female,0,No,No,2,Yes,MO,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No
Justin2560-17696,Male,0,Yes,Yes,71,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,No
Justin2561-17746,Female,0,Yes,Yes,64,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),19.8,1336.65,No
Justin2562-19235,Female,0,Yes,Yes,72,Yes,IL,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No
Justin2563-18782,Male,0,Yes,Yes,54,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),20.4,1090.6,No
Justin2564-19545,Female,0,Yes,Yes,28,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes
Justin2565-17458,Female,0,No,No,70,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No
Justin2566-17241,Female,0,Yes,Yes,69,Yes,IL,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,No
Justin2567-19559,Male,0,No,No,1,Yes,MO,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No
Justin2568-19970,Male,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No
Justin2569-14669,Female,0,Yes,No,25,No,MO,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34,853,Yes
Justin2570-17586,Female,0,Yes,No,42,No,MO,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1445.3,Yes
Justin2571-15472,Male,0,No,No,13,Yes,MO,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No
Justin2572-18082,Female,0,No,No,44,Yes,IL,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes
Justin2573-16259,Male,0,No,No,24,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Electronic check,24.6,592.65,No
Justin2574-16800,Male,0,Yes,No,40,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106,4178.65,No
Justin2575-17616,Female,0,No,No,29,No,MO,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,No
Justin2576-16667,Male,0,Yes,Yes,0,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.85, ,No
Justin2577-13664,Female,0,No,Yes,67,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104,7039.05,No
Justin2578-17039,Male,0,Yes,Yes,27,Yes,IL,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.55,No
Justin2579-19500,Female,1,No,No,5,No,MO,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,Yes
Justin2580-19270,Female,1,No,No,30,Yes,IL,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes
Justin2581-16489,Male,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,No
Justin2582-16787,Female,0,No,No,17,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),20.05,337.9,No
Justin2583-13023,Female,0,Yes,Yes,24,Yes,IL,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.35,1558.65,No
Justin2584-16590,Female,0,No,No,4,Yes,MO,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes
Justin2585-13455,Female,0,Yes,Yes,62,Yes,MO,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No
Justin2586-16576,Female,0,No,No,70,No,MO,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No
Justin2587-17138,Male,1,No,No,67,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No
